1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	G1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G0	1
1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1
1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1
1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1
1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1
1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1
1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1
W2	O3R	0	1	0	1	0	1	1	1	1	1	0	1	0	1	0	O2L	W3
1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1
W0	O1R	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	O0L	W1
1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1
1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1
1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1
1	0	0	0	0	0	0	1	P0	0	P1	1	0	0	0	0	0	0	1
1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1
1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1
1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1
1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
