1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1
1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1
1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1
1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1
1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1
1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
1	1	1	1	1	1	0	1	1	0	0	0	0	G0	0	0	0	0	0	1	1	0	1	1	1	1	1	1
1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1
1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1
P0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1
1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
